antecedent,consequent,support,confidence_a_to_b,confidence_b_to_a,lift,count_ab,count_a,count_b
noun:pool,verb:swim,0.0036497498662807163,0.23868312757201646,0.4233576642335766,27.686371692048905,116,486,274
noun:instrument,noun:musician,0.005097064468426517,0.3201581027667984,0.44021739130434784,27.65104614194879,162,506,368
noun:track,verb:race,0.005128527829342731,0.31346153846153846,0.4429347826086957,27.072684991638795,163,520,368
noun:race,verb:race,0.0069219394015668755,0.31117397454031115,0.5978260869565217,26.875115306561714,220,707,368
noun:band,noun:concert,0.003901456753610421,0.21754385964912282,0.4626865671641791,25.79924063891071,124,570,268
noun:safety,noun:vest,0.0047509674983481735,0.4748427672955975,0.25549915397631134,25.536256637827368,151,318,591
noun:path,noun:trail,0.004184627001856339,0.23415492957746478,0.4554794520547945,25.486801803974533,133,568,292
noun:biker,noun:rider,0.00358682314444829,0.32947976878612717,0.26450116009280744,24.296648471762133,114,346,431
noun:cart,verb:push,0.0032092628134537332,0.25888324873096447,0.29310344827586204,23.64392613338001,102,394,348
noun:construction,noun:worker,0.014064122329547242,0.7106518282988871,0.4584615384615385,23.165791855203622,447,629,975
adj:sunny,noun:day,0.014284365855960733,0.884990253411306,0.3697068403908795,22.905248553885613,454,513,1228
noun:market,verb:sell,0.004782430859264387,0.3153526970954357,0.34545454545454546,22.77921539041871,152,482,440
noun:band,noun:musician,0.00471950413743196,0.2631578947368421,0.4076086956521739,22.72811784897025,150,570,368
adj:hard,noun:worker,0.007645596702639776,0.675,0.24923076923076923,22.003615384615387,243,360,975
noun:instrument,noun:music,0.00522291791209137,0.32806324110671936,0.34439834024896265,21.632435668246607,166,506,482
noun:guitar,noun:musician,0.004971211024761665,0.24842767295597484,0.42934782608695654,21.455915025977575,158,636,368
noun:ocean,noun:wave,0.005411698077588648,0.25443786982248523,0.45144356955380577,21.225193744273092,172,676,381
noun:concert,noun:stage,0.004530723971934682,0.5373134328358209,0.17888198757763976,21.214202280522855,144,268,805
noun:bike,noun:biker,0.009407544913947708,0.23070987654320987,0.8641618497109826,21.192635855990865,299,1296,346
noun:bicyclist,noun:bike,0.006984866123399301,0.8604651162790697,0.1712962962962963,21.10197746195808,222,258,1296
noun:bicycle,noun:bicyclist,0.005159991190258943,0.1704781704781705,0.6356589147286822,21.001192605843766,164,962,258
noun:band,noun:instrument,0.00594657521316427,0.33157894736842103,0.37351778656126483,20.82722071978365,189,570,506
noun:bicycle,noun:bike,0.025579712424881225,0.8451143451143451,0.6273148148148148,20.725516381766383,813,962,1296
noun:guitar,verb:singe,0.004971211024761665,0.24842767295597484,0.4146981627296588,20.723823437164693,158,636,381
noun:music,noun:musician,0.00358682314444829,0.23651452282157676,0.30978260869565216,20.427013801190693,114,482,368
noun:forest,noun:wood,0.00471950413743196,0.42016806722689076,0.22900763358778625,20.388094168965292,150,357,655
noun:band,noun:music,0.005443161438504861,0.30350877192982456,0.35892116182572614,20.013318046152726,173,570,482
noun:stand,noun:vendor,0.003083409369788881,0.18181818181818182,0.3356164383561644,19.79016189290162,98,539,292
noun:food,verb:cook,0.005065601107510304,0.16132264529058116,0.6098484848484849,19.42165770935811,161,998,264
noun:band,noun:stage,0.008683887612874808,0.4842105263157895,0.34285714285714286,19.117593984962404,276,570,805
noun:band,noun:member,0.003240726174369946,0.18070175438596492,0.34219269102990035,19.080544384216353,103,570,301
noun:jump,noun:midair,0.0033980429789510114,0.24269662921348314,0.26666666666666666,19.045992509363295,108,445,405
adj:rocky,noun:rock,0.004876820942013026,0.5166666666666667,0.17633674630261661,18.68170269245355,155,300,879
noun:band,noun:guitar,0.0067016958751533835,0.3736842105263158,0.33490566037735847,18.67422211188348,213,570,636
noun:football,noun:team,0.0043104804455211905,0.428125,0.18741450068399454,18.614359610123117,137,320,731
noun:stage,verb:singe,0.005600478243085926,0.22111801242236026,0.4671916010498688,18.445652989028545,178,805,381
adj:ready,verb:get,0.013466318472139194,0.7291311754684838,0.3394131641554322,18.377459278282966,428,587,1261
noun:microphone,verb:speak,0.003964383475442847,0.2342007434944238,0.3088235294117647,18.244123113929582,126,538,408
noun:beach,noun:sand,0.010980712959758361,0.3267790262172285,0.6101398601398601,18.1573737591996,349,1068,572
noun:construction,noun:safety,0.0035238964226158636,0.178060413354531,0.3522012578616352,17.79652238253792,112,629,318
noun:sign,verb:say,0.004467797250102256,0.17683686176836863,0.44936708860759494,17.78609486577234,142,803,316
noun:race,noun:track,0.0064185256269074665,0.28854314002828857,0.3923076923076923,17.63608965292134,204,707,520
noun:microphone,noun:stage,0.007456816537142498,0.44052044609665425,0.29440993788819875,17.392622780484423,237,538,805
noun:jump,noun:trick,0.004153163640940125,0.2966292134831461,0.24220183486238533,17.29865374703639,132,445,545
verb:cook,verb:prepare,0.003744139949029355,0.45075757575757575,0.14251497005988023,17.157398838686262,119,264,835
noun:baseball,noun:cap,0.008652424251958593,0.4725085910652921,0.3132118451025057,17.10448809775419,275,582,878
noun:football,noun:player,0.0069219394015668755,0.6875,0.1694915254237288,16.834216101694913,220,320,1298
noun:band,verb:singe,0.003618286505364503,0.20175438596491227,0.30183727034120733,16.830340286411566,115,570,381
noun:member,noun:team,0.0036497498662807163,0.3853820598006645,0.15868673050615595,16.755948025505496,116,301,731
noun:midair,noun:trick,0.003618286505364503,0.2839506172839506,0.21100917431192662,16.559270585570278,115,405,545
noun:snow,noun:winter,0.004939747663845452,0.1736725663716814,0.47005988023952094,16.52645262572201,157,904,334
adj:snowy,noun:mountain,0.005317307994840008,0.38850574712643676,0.22533333333333333,16.46383754789272,169,435,750
noun:bag,noun:shopping,0.004153163640940125,0.16019417475728157,0.42443729903536975,16.371226547622765,132,824,311
noun:trick,verb:do,0.01321461158480949,0.7706422018348624,0.2798134576948701,16.31800206590102,420,545,1501
noun:beach,noun:shore,0.00522291791209137,0.15543071161048688,0.5424836601307189,16.14396832390884,166,1068,306
noun:ocean,noun:shore,0.0033036528962023725,0.15532544378698224,0.3431372549019608,16.13303457477666,105,676,306
noun:race,verb:compete,0.0034295063398672248,0.15417256011315417,0.3550488599348534,15.961128593082668,109,707,307
noun:guitar,noun:stage,0.00808608375546676,0.40408805031446543,0.31925465838509315,15.95419938278839,257,636,805
adj:hard,noun:vest,0.0033351162571185855,0.29444444444444445,0.1793570219966159,15.834733972551232,106,360,591
noun:soccer,noun:team,0.006135355378661549,0.36312849162011174,0.2667578659370725,15.788389670536269,195,537,731
noun:tank,noun:top,0.014598999465122865,0.8905950095969289,0.25806451612903225,15.74292613460467,464,521,1798
noun:baby,noun:toddler,0.00594657521316427,0.2647058823529412,0.3532710280373832,15.725508521165475,189,714,535
noun:player,noun:team,0.014504609382374226,0.3551617873651772,0.6306429548563611,15.442006960092241,461,1298,731
noun:shop,noun:store,0.004688040776515748,0.31769722814498935,0.22782874617737003,15.439405202036998,149,469,654
noun:jersey,noun:team,0.004184627001856339,0.3537234042553192,0.18194254445964433,15.379467794044881,133,376,731
noun:guitar,noun:microphone,0.005191454551175157,0.25943396226415094,0.3066914498141264,15.326374763274181,165,636,538
noun:biker,noun:dirt,0.004121700280023912,0.3786127167630058,0.16582278481012658,15.232212628960266,131,346,790
verb:lay,verb:sleep,0.0033351162571185855,0.16798732171156894,0.3002832861189802,15.125045455973925,106,631,353
adj:hard,noun:work,0.0033665796180347984,0.2972222222222222,0.17011128775834658,15.018464052287584,107,360,629
noun:bicycle,noun:biker,0.004939747663845452,0.1632016632016632,0.45375722543352603,14.991440640284573,157,962,346
noun:safety,noun:worker,0.004562187332850895,0.4559748427672956,0.14871794871794872,14.863844541203031,145,318,975
noun:dirt,noun:trail,0.0033665796180347984,0.13544303797468354,0.3664383561643836,14.742418068319749,107,790,292
noun:jersey,noun:player,0.007110719567064154,0.601063829787234,0.17411402157164868,14.717728584073697,226,376,1298
noun:arm,verb:raise,0.004341943806437404,0.14285714285714285,0.44660194174757284,14.693943596856219,138,966,309
noun:stand,verb:sell,0.0034295063398672248,0.20222634508348794,0.24772727272727274,14.607636194973857,109,539,440
noun:construction,noun:vest,0.005285844633923796,0.2670906200317965,0.28426395939086296,14.363690653926545,168,629,591
noun:musician,noun:stage,0.004153163640940125,0.358695652173913,0.1639751552795031,14.162017283283825,132,368,805
noun:construction,noun:work,0.0055375515212535,0.27980922098569155,0.27980922098569155,14.138595342747593,176,629,629
adj:snowy,noun:hill,0.0033665796180347984,0.24597701149425288,0.19107142857142856,13.960513136288998,107,435,560
noun:lake,noun:river,0.0033980429789510114,0.2049335863377609,0.22929936305732485,13.828883597819647,108,527,471
noun:ball,noun:soccer,0.011515590095333983,0.2326764144945963,0.6815642458100558,13.771237396427846,366,1573,537
noun:rock,verb:climb,0.006261208822326401,0.22639362912400454,0.379047619047619,13.70565469418712,199,879,525
noun:track,noun:train,0.003146336091621307,0.19230769230769232,0.2242152466367713,13.704294584339426,100,520,446
noun:conversation,verb:talk,0.005285844633923796,0.6436781609195402,0.11125827814569536,13.548359595036919,168,261,1510
adj:blond,noun:blond,0.005348771355756222,0.13776337115072934,0.5246913580246914,13.513991436060588,170,1234,324
verb:jump,verb:leap,0.008369254003712677,0.14785992217898833,0.76,13.426948304613676,266,1799,350
noun:number,noun:race,0.004058773558191486,0.2979214780600462,0.18246110325318246,13.39298208936697,129,433,707
noun:car,noun:vehicle,0.004656577415599534,0.16554809843400448,0.37659033078880405,13.388333874116958,148,894,393
noun:ball,noun:tennis,0.006512915709656106,0.13159567705022251,0.6529968454258676,13.194023355480194,207,1573,317
noun:player,noun:soccer,0.009092911304785577,0.2226502311248074,0.5381750465549349,13.177825504357084,289,1298,537
noun:bike,noun:rider,0.007268036371645219,0.17824074074074073,0.5359628770301624,13.143910586921027,231,1296,431
noun:body,noun:lake,0.004373407167353616,0.21550387596899226,0.2637571157495256,12.996887457158405,139,645,527
noun:blond,noun:hair,0.008149010477299184,0.7993827160493827,0.13074204946996468,12.825230118221873,259,324,1981
noun:paper,verb:read,0.003932920114526633,0.25773195876288657,0.19561815336463223,12.819240759563105,125,485,639
noun:ball,verb:hit,0.007330963093477645,0.14812460267005723,0.6314363143631436,12.758385492310104,233,1573,369
noun:football,noun:game,0.004530723971934682,0.45,0.12822796081923418,12.735841495992876,144,320,1123
noun:beach,noun:ocean,0.00902998458295315,0.2687265917602996,0.4245562130177515,12.634522582718349,287,1068,676
noun:kitchen,verb:prepare,0.0037756033099455685,0.3305785123966942,0.1437125748502994,12.582966298807346,120,363,835
noun:guitar,noun:music,0.0038070666708617815,0.19025157232704404,0.25103734439834025,12.54515710222083,121,636,482
noun:boat,noun:river,0.0033351162571185855,0.1853146853146853,0.22505307855626328,12.505003489079924,106,572,471
noun:game,noun:team,0.010131202215020608,0.2867319679430098,0.44049247606019154,12.46676078951119,322,1123,731
noun:biker,noun:helmet,0.0034295063398672248,0.315028901734104,0.1329268292682927,12.210443394896378,109,346,820
noun:car,verb:drive,0.0042475537236887646,0.15100671140939598,0.3426395939086294,12.181335808946276,135,894,394
noun:vest,noun:worker,0.0069219394015668755,0.37225042301184436,0.22564102564102564,12.13460019957482,220,591,975
noun:food,noun:vendor,0.0034924330616996507,0.11122244488977956,0.3801369863013699,12.106106047711863,111,998,292
noun:food,noun:kitchen,0.0043104804455211905,0.1372745490981964,0.3774104683195592,12.019275465531615,137,998,363
noun:hill,noun:mountain,0.004939747663845452,0.28035714285714286,0.20933333333333334,11.880788095238096,157,560,750
noun:game,noun:player,0.016990214894755058,0.4808548530721282,0.41602465331278893,11.774275651149038,540,1123,1298
noun:food,verb:eat,0.007802913507220842,0.24849699398797595,0.36904761904761907,11.752946368928335,248,998,672
noun:cellphone,verb:talk,0.006796085957902023,0.5581395348837209,0.14304635761589404,11.747913137224703,216,387,1510
noun:market,noun:stand,0.0030204826479564547,0.1991701244813278,0.17810760667903525,11.744386022987088,96,482,539
noun:band,noun:microphone,0.003555359783532077,0.19824561403508772,0.2100371747211896,11.71159916519924,113,570,538
noun:paper,noun:piece,0.004027310197275273,0.2639175257731959,0.17753120665742025,11.63396771379956,128,485,721
noun:trick,verb:perform,0.009470471635780135,0.5522935779816514,0.19933774834437087,11.624865423172732,301,545,1510
noun:skateboarder,verb:do,0.004436333889186043,0.5465116279069767,0.09393737508327782,11.572137954541935,141,258,1501
adj:grassy,noun:grass,0.010036812132271969,0.5203915171288744,0.22076124567474048,11.4460924490706,319,613,1445
noun:jump,verb:jump,0.009061447943869365,0.647191011235955,0.16008893829905502,11.43394769878397,288,445,1799
noun:guitar,noun:instrument,0.003618286505364503,0.18081761006289307,0.22727272727272727,11.35756146369354,115,636,506
noun:air,noun:midair,0.00717364628889658,0.14403032217308906,0.562962962962963,11.303001801548863,228,1583,405
noun:coat,noun:winter,0.004058773558191486,0.11802378774016468,0.38622754491017963,11.230988160915134,129,1093,334
noun:ball,verb:kick,0.005411698077588648,0.10934520025429116,0.5530546623794212,11.174657555248023,172,1573,311
noun:audience,noun:stage,0.00317779945253752,0.28291316526610644,0.12546583850931678,11.169974076587156,101,357,805
noun:work,noun:worker,0.00676462259698581,0.34181240063593005,0.2205128205128205,11.14238310708899,215,629,975
adj:outdoor,noun:market,0.004436333889186043,0.16825775656324582,0.2925311203319502,11.094888541181831,141,838,482
adj:orange,noun:orange,0.010603152628763804,0.24244604316546764,0.4828080229226361,11.039631217661974,337,1390,698
adj:grassy,noun:field,0.011452663373501558,0.5938009787928222,0.2110144927536232,10.940740005201317,364,613,1725
noun:dirt,noun:rider,0.0036812132271969293,0.14810126582278482,0.271461716937355,10.921351581544245,117,790,431
noun:dirt,noun:path,0.004813894220180599,0.19367088607594937,0.26936619718309857,10.837045373506864,153,790,568
noun:helmet,noun:motorcycle,0.0032092628134537332,0.12439024390243902,0.2786885245901639,10.80189924030388,102,820,366
adj:snowy,verb:cover,0.004530723971934682,0.3310344827586207,0.1476923076923077,10.791045092838198,144,435,975
adj:open,noun:mouth,0.00522291791209137,0.25696594427244585,0.21870882740447958,10.760406596589124,166,646,759
noun:game,noun:soccer,0.0064185256269074665,0.18165627782724844,0.37988826815642457,10.751548376505472,204,1123,537
noun:restaurant,verb:eat,0.0038699933926942074,0.22445255474452555,0.18303571428571427,10.615737421793535,123,548,672
noun:conversation,verb:have,0.006890476040650662,0.8390804597701149,0.08568075117370892,10.433683197524868,219,261,2556
noun:ball,noun:player,0.02108045181386276,0.4259376986649714,0.5161787365177196,10.429566931177803,670,1573,1298
noun:boat,noun:lake,0.003083409369788881,0.17132867132867133,0.1859582542694497,10.33271188015021,98,572,527
noun:music,noun:stage,0.003964383475442847,0.26141078838174275,0.1565217391304348,10.321017499548981,126,482,805
noun:player,verb:hit,0.004876820942013026,0.11941448382126348,0.42005420054200543,10.285502816507366,155,1298,369
noun:air,verb:fly,0.006166818739577762,0.12381554011370816,0.5117493472584856,10.274750160402053,196,1583,383
noun:body,noun:river,0.003083409369788881,0.15193798449612403,0.208067940552017,10.252749386922103,98,645,471
noun:phone,verb:talk,0.005883648491331844,0.4857142857142857,0.123841059602649,10.223481551561022,187,385,1510
noun:midair,verb:jump,0.007330963093477645,0.5753086419753086,0.12951639799888828,10.163999203947322,233,405,1799
noun:air,noun:jump,0.007079256206147941,0.14213518635502212,0.5056179775280899,10.151646354880153,225,1583,445
noun:bike,noun:motorcycle,0.0047509674983481735,0.11651234567901235,0.412568306010929,10.117792029278824,151,1296,366
noun:stage,verb:perform,0.012113393952742031,0.4782608695652174,0.25496688741721857,10.066599481716095,385,805,1510
verb:fix,verb:work,0.004467797250102256,0.5657370517928287,0.07884508606329817,9.983798288246236,142,251,1801
noun:field,noun:soccer,0.009092911304785577,0.16753623188405797,0.5381750465549349,9.915836234582896,289,1725,537
noun:skateboard,verb:do,0.005002674385677878,0.4662756598240469,0.10592938041305797,9.873177412516778,159,341,1501
noun:grass,noun:lawn,0.0042475537236887646,0.09342560553633218,0.4485049833887043,9.864936946050651,135,1445,301
noun:body,noun:water,0.01680143472925778,0.827906976744186,0.19977553310886645,9.84413297488233,534,645,2673
noun:band,verb:perform,0.008369254003712677,0.4666666666666667,0.176158940397351,9.822560706401765,266,570,1510
noun:snow,verb:cover,0.008526570808293742,0.2997787610619469,0.27794871794871795,9.772172679827547,271,904,975
noun:game,noun:jersey,0.004058773558191486,0.11487088156723063,0.34308510638297873,9.709950076732156,129,1123,376
noun:rider,verb:ride,0.00871535097379102,0.642691415313225,0.13109323237103643,9.667137365310097,277,431,2113
noun:bicycle,noun:rider,0.003964383475442847,0.13097713097713098,0.2923433874709977,9.658575762984116,126,962,431
noun:horse,verb:ride,0.008117547116382972,0.6354679802955665,0.12210127780407004,9.5584850060265,258,406,2113
noun:biker,verb:ride,0.006890476040650662,0.6329479768786127,0.10364410790345481,9.520580004322266,219,346,2113
noun:concert,verb:perform,0.0038070666708617815,0.45149253731343286,0.08013245033112583,9.503170406246912,121,268,1510
adj:hard,noun:hat,0.009281691470282856,0.8194444444444444,0.10762495439620576,9.50178868215169,295,360,2741
noun:construction,verb:work,0.010603152628763804,0.5357710651828299,0.18711826762909495,9.454975993728974,337,629,1801
noun:instrument,noun:stage,0.0037756033099455685,0.23715415019762845,0.14906832298136646,9.36331721208848,120,506,805
noun:bicyclist,verb:ride,0.005034137746594091,0.6201550387596899,0.07572172266919072,9.328153145716625,160,258,2113
noun:hill,noun:snow,0.004625114054683321,0.2625,0.16261061946902655,9.22902378318584,147,560,904
verb:speak,verb:talk,0.005600478243085926,0.4362745098039216,0.11788079470198676,9.182856122581482,178,408,1510
noun:smile,verb:smile,0.006229745461410188,0.46808510638297873,0.1220715166461159,9.172101686911352,198,423,1622
adj:busy,adj:crowded,0.0033980429789510114,0.13316892725030827,0.23376623376623376,9.161272759299885,108,811,462
noun:air,verb:leap,0.005002674385677878,0.10044219835754896,0.4542857142857143,9.121012543994226,159,1583,350
noun:mountain,noun:snow,0.006103892017745335,0.25866666666666666,0.21460176991150443,9.094250737463128,194,750,904
noun:dance,verb:perform,0.0056948683258345656,0.430952380952381,0.11986754966887417,9.07083412172816,181,420,1510
noun:jersey,noun:uniform,0.004058773558191486,0.34308510638297873,0.10723192019950124,9.064234360906244,129,376,1203
adj:elderly,adj:old,0.016140704150017306,0.7105263157894737,0.20495405513383938,9.022236474125787,513,722,2503
noun:dirt,noun:track,0.0036497498662807163,0.1468354430379747,0.2230769230769231,8.97475170399221,116,790,520
noun:lake,noun:water,0.012490954283736588,0.7533206831119544,0.14852225963337073,8.957273202898335,397,527,2673
noun:field,noun:football,0.004876820942013026,0.08985507246376812,0.484375,8.92457427536232,155,1725,320
noun:food,noun:restaurant,0.004813894220180599,0.1533066132264529,0.2791970802919708,8.89150381054079,153,998,548
noun:bike,verb:ride,0.024100934461819212,0.5910493827160493,0.3625177472787506,8.890356143333744,766,1296,2113
noun:performer,verb:perform,0.0037756033099455685,0.42105263157894735,0.07947019867549669,8.862460787730916,120,285,1510
noun:air,noun:trick,0.007519743258974924,0.15097915350600127,0.43853211009174314,8.804716396112363,239,1583,545
noun:soccer,noun:uniform,0.005600478243085926,0.33147113594040967,0.1479634247714048,8.757395771898622,178,537,1203
noun:jump,verb:do,0.005789258408583205,0.4134831460674157,0.12258494337108594,8.7553196745241,184,445,1501
verb:perform,verb:singe,0.004971211024761665,0.10463576158940398,0.4146981627296588,8.728709739097182,158,1510,381
noun:player,noun:tennis,0.003555359783532077,0.08705701078582434,0.35646687697160884,8.72849518550743,113,1298,317
noun:ball,noun:football,0.004341943806437404,0.08773045136681501,0.43125,8.713552924348377,138,1573,320
verb:laugh,verb:smile,0.005600478243085926,0.4427860696517413,0.10974106041923551,8.676368465931747,178,402,1622
noun:bike,noun:helmet,0.00912437466570179,0.22376543209876543,0.35365853658536583,8.673093571213489,290,1296,820
noun:ride,verb:ride,0.0056948683258345656,0.5764331210191083,0.08566019876952201,8.670503495196554,181,314,2113
noun:football,noun:uniform,0.0033036528962023725,0.328125,0.08728179551122195,8.668991583541148,105,320,1203
noun:helmet,noun:rider,0.0030204826479564547,0.11707317073170732,0.22273781902552203,8.633263539131912,96,820,431
noun:photo,noun:picture,0.008180473838215399,0.4391891891891892,0.16069221260815822,8.627163164400494,260,592,1618
noun:worker,verb:work,0.014913633074284996,0.48615384615384616,0.2631871182676291,8.579360184512877,474,975,1801
noun:mountain,verb:climb,0.0033351162571185855,0.14133333333333334,0.2019047619047619,8.556185396825398,106,750,525
noun:musician,verb:perform,0.004656577415599534,0.40217391304347827,0.09801324503311258,8.465095018715807,148,368,1510
noun:team,noun:uniform,0.0073624264543938585,0.320109439124487,0.19451371571072318,8.457222197584016,234,731,1203
noun:picture,verb:pose,0.015196803322530913,0.2985166872682324,0.4304812834224599,8.456110402358494,483,1618,1122
noun:restaurant,noun:table,0.006512915709656106,0.3777372262773723,0.14475524475524476,8.395540043897707,207,548,1430
noun:ball,noun:jersey,0.004876820942013026,0.09853782581055308,0.4122340425531915,8.329329036534064,155,1573,376
noun:work,verb:work,0.009313154831199068,0.47058823529411764,0.16435313714602998,8.304667341672927,296,629,1801
noun:water,verb:swim,0.005978038574080483,0.0710811821922933,0.6934306569343066,8.24515771393306,190,2673,274
noun:body,noun:ocean,0.003555359783532077,0.17519379844961241,0.16715976331360946,8.236959313792946,113,645,676
verb:attempt,verb:try,0.0038070666708617815,0.275,0.11393596986817325,8.23006120527307,121,440,1062
noun:bicycle,verb:ride,0.016549727841928076,0.5467775467775468,0.2489351632749645,8.22443481743056,526,962,2113
verb:chase,verb:run,0.004373407167353616,0.5110294117647058,0.07016658253407371,8.198913576031119,139,272,1981
noun:bag,verb:carry,0.009407544913947708,0.3628640776699029,0.21235795454545456,8.190986491890998,299,824,1408
noun:cowboy,noun:hat,0.005663404964918352,0.7058823529411765,0.06566946369937979,8.184990450028971,180,255,2741
noun:train,verb:wait,0.0036497498662807163,0.2600896860986547,0.11462450592885376,8.168409578333542,116,446,1012
noun:player,noun:uniform,0.012585344366485228,0.3081664098613251,0.3325020781379884,8.14168994565461,400,1298,1203
adj:hard,verb:work,0.00522291791209137,0.46111111111111114,0.09217101610216547,8.137420568819794,166,360,1801
noun:audience,verb:perform,0.004341943806437404,0.3865546218487395,0.0913907284768212,8.13633479882019,138,357,1510
noun:food,verb:prepare,0.0067016958751533835,0.21342685370741482,0.25508982035928146,8.123767295069179,213,998,835
noun:ball,noun:team,0.00921876474845043,0.18626827717736807,0.4008207934336525,8.098720456263049,293,1573,731
noun:forest,noun:tree,0.0038385300317779945,0.34173669467787116,0.09063893016344725,8.069403690153624,122,357,1346
noun:motorcycle,verb:ride,0.006166818739577762,0.5355191256830601,0.09275911026975864,8.055089622141365,196,366,2113
noun:river,noun:water,0.010036812132271969,0.6772823779193206,0.11934156378600823,8.053148453950529,319,471,2673
noun:audience,noun:crowd,0.005348771355756222,0.47619047619047616,0.09032943676939426,8.04185010880016,170,357,1882
noun:ball,verb:chase,0.0033980429789510114,0.06865861411315957,0.39705882352941174,8.022708574847613,108,1573,272
noun:stage,verb:dance,0.003240726174369946,0.12795031055900621,0.20077972709551656,7.927182691027084,103,805,513
noun:table,verb:eat,0.007519743258974924,0.16713286713286712,0.3556547619047619,7.90473797036297,239,1430,672
adj:orange,noun:vest,0.006387062265991253,0.1460431654676259,0.34348561759729274,7.853959269132917,203,1390,591
adj:busy,noun:city,0.010477299185098952,0.41060419235511714,0.20024052916416116,7.847404116429757,333,811,1663
noun:spectator,verb:watch,0.005726331686750779,0.5852090032154341,0.07650273224043716,7.818284047581397,182,311,2379
noun:food,verb:sell,0.0033980429789510114,0.10821643286573146,0.24545454545454545,7.81691564948078,108,998,440
noun:member,noun:player,0.0030204826479564547,0.31893687707641194,0.07395993836671803,7.809530634914947,96,301,1298
noun:gear,noun:helmet,0.003083409369788881,0.20081967213114754,0.11951219512195121,7.783721511395442,98,488,820
noun:photo,verb:take,0.008589497530126168,0.46114864864864863,0.1449814126394052,7.783689591078068,273,592,1883
noun:baseball,noun:player,0.005820721769499418,0.3178694158075601,0.14252696456086286,7.783392636834887,185,582,1298
noun:grass,noun:yard,0.0034609697007834377,0.07612456747404844,0.3536977491961415,7.779637067613125,110,1445,311
noun:air,verb:jump,0.02192996255860051,0.4403032217308907,0.38743746525847694,7.778853416494107,697,1583,1799
noun:player,noun:white,0.0038699933926942074,0.09476117103235747,0.3170103092783505,7.762356440519118,123,1298,388
noun:bike,noun:dirt,0.007865840229053267,0.19290123456790123,0.31645569620253167,7.760734099077979,250,1296,790
noun:costume,noun:outfit,0.0033036528962023725,0.19662921348314608,0.12836185819070906,7.639934342463119,105,534,818
noun:shore,noun:water,0.006166818739577762,0.6405228758169934,0.07332585110362888,7.616063809237376,196,306,2673
adj:orange,noun:safety,0.0033036528962023725,0.07553956834532374,0.330188679245283,7.549918555721462,105,1390,318
noun:mouth,noun:toy,0.0036497498662807163,0.152832674571805,0.18012422360248448,7.54267219862683,116,759,644
noun:ocean,noun:water,0.013466318472139194,0.6331360946745562,0.16011971567527122,7.528232135069743,428,676,2673
noun:brick,noun:wall,0.006544379070572318,0.343801652892562,0.14315209910529939,7.520335811345008,208,605,1453
noun:bench,noun:park,0.006733159236069597,0.31563421828908556,0.1601796407185629,7.508834101708088,214,678,1336
noun:dog,noun:mouth,0.013151684862977063,0.17893835616438356,0.5507246376811594,7.493014194957315,418,2336,759
